adminregion,ain,assessorid,bathrooms,bedrooms,center_lat,center_lon,cluster,effectiveyearbuilt,istaxableparcel,location_1,location_1_address,nettaxablevalue,parcelboundarydescription,parcelclassification,propertylocation,recordingdate,roll_fixtureexemp,roll_fixturevalue,roll_homeownersexemp,roll_impbaseyear,roll_impvalue,roll_landbaseyear,roll_landvalue,roll_perspropexemp,roll_perspropvalue,roll_realestateexemp,roll_totalexemption,roll_totalvalue,roll_totlandimp,rollyear,rowid,situscity,situsdirection,situsfraction,situshouseno,situsstreet,situsunit,situszip,situszip5,sqftmain,taxratearea,taxratearea_city,totbuildingdatalines,units,usecode,usecodedescchar1,usecodedescchar2,usecodedescchar3,usecodedescchar4,usetype,yearbuilt,sqft_value
11,5183015007,5183-015-007,4,8,34.03821790,-118.21454173,11404,1972,Y,"{'type': 'Point', 'coordinates': [-118.21454173, 34.0382179]}",BREED ST,575000,J C BRAM TRACT LOT    7 BLK    B, ,556 S BREED ST  LOS ANGELES CA  90033,20150715,0,0,0,2016,275000,2016,300000,0,0,0,0,575000,575000,2016,20165183015007,LOS ANGELES CA,S, ,556,BREED ST, ,90033-4337,90033,3036,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1972,189.3939393939394
11,5183005026,5183-005-026,4,8,34.04549800,-118.21064209,11404,1996,Y,"{'type': 'Point', 'coordinates': [-118.21064209, 34.045498]}",MICHIGAN AVE,487320,"L N BREED'S SUB OF EASTERLY PORTION OF LOT 1 BLK 60 H S NW 67.2 FT OF SE 142.2 FT OF LOTS 59,60 AND LOT   61", ,2226 MICHIGAN AVE  LOS ANGELES CA  90033,20150206,0,0,0,2015,203050,2015,284270,0,0,0,0,487320,487320,2016,20165183005026,LOS ANGELES CA, , ,2226,MICHIGAN AVE, ,90033-2952,90033,4231,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1908,115.17844481210116
11,5183002017,5183-002-017,4,5,34.04740831,-118.21170008,11404,1924,Y,"{'type': 'Point', 'coordinates': [-118.21170008, 34.04740831]}",ST LOUIS ST,509000,SPENCE'S ADD TO BOYLE HEIGHTS SW 20 FT OF LOT 15 AND NE 20 FT OF LOT   16, ,332 N ST LOUIS ST  LOS ANGELES CA  90033,20110901,0,0,0,2007,221300,2007,287700,0,0,0,0,509000,509000,2016,20165183002017,LOS ANGELES CA,N, ,332,ST LOUIS ST, ,90033-2808,90033,3398,00004,LOS ANGELES,2,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1924,149.7939964685109
11,5183011026,5183-011-026,4,4,34.04407873,-118.21519386,11404,1916,Y,"{'type': 'Point', 'coordinates': [-118.21519386, 34.04407873]}",2ND ST,326348,BOYLE HEIGHTS LOT    8 BLK    D, ,2012 E 2ND ST  LOS ANGELES CA  90033,19891226,0,0,0,1990,170945,1990,155403,0,0,0,0,326348,326348,2016,20165183011026,LOS ANGELES CA,E, ,2012,2ND ST, ,90033-3920,90033,3908,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1916,83.50767656090072
11,5183009034,5183-009-034,8,8,34.04282110,-118.21076788,11404,1965,Y,"{'type': 'Point', 'coordinates': [-118.21076788, 34.0428211]}",SOTO ST,424359,GALE TRACT SW 22 FT OF LOT 1 AND NE 25 FT OF LOT    2 BLK    1, ,137 S SOTO ST  LOS ANGELES CA  90033,20020701,0,0,0,2009,360934,1991,63025,0,400,0,0,424359,423959,2016,20165183009034,LOS ANGELES CA,S, ,137,SOTO ST, ,90033-4031,90033,4384,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1924,96.79721715328468
11,5185018012,5185-018-012,4,7,34.03457753,-118.20637985,11404,1922,Y,"{'type': 'Point', 'coordinates': [-118.20637985, 34.03457753]}",6TH ST,767676,S A WIDNEY TRACT NW 50 FT OF THE SW 178.71 FT OF LOT    2, ,2853 E 6TH ST  LOS ANGELES CA  90023,20060328,0,0,0,2006,305916,2006,461760,0,0,0,0,767676,767676,2016,20165185018012,LOS ANGELES CA,E, ,2853,6TH ST, ,90023-1508,90023,2666,00004,LOS ANGELES,4,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1910,287.9504876219055
11,5183021003,5183-021-003,4,4,34.03757684,-118.21865133,11404,1930,Y,"{'type': 'Point', 'coordinates': [-118.21865133, 34.03757684]}",HOLLENBECK DR,475906,HOLLENBECK PARK TRACT E 10 FT OF LOT 3 MEASURED ON N AND S LINES OF SD LOT AND ALL OF LOT    4, ,2038 HOLLENBECK DR  LOS ANGELES CA  90023,20130325,0,0,0,2013,309469,2013,166437,0,0,0,0,475906,475906,2016,20165183021003,LOS ANGELES CA, , ,2038,HOLLENBECK DR, ,90023-1217,90023,3884,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1923,122.52986611740474
11,5183018031,5183-018-031,5,9,34.04048508,-118.21610826,11404,1933,Y,"{'type': 'Point', 'coordinates': [-118.21610826, 34.04048508]}",ST LOUIS ST,438327,WORKMAN PARK TRACT NE 55 FT OF LOT    B, ,502 S ST LOUIS ST  LOS ANGELES CA  90033,20041203,0,0,7000,2005,243585,2005,201562,0,180,0,7000,445327,445147,2016,20165183018031,LOS ANGELES CA,S, ,502,ST LOUIS ST, ,90033-4320,90033,4425,00004,LOS ANGELES,3,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1911,100.63887005649717
11,5185027021,5185-027-021,4,8,34.03546713,-118.21321302,11404,1930,Y,"{'type': 'Point', 'coordinates': [-118.21321302, 34.03546713]}",MATHEWS ST,549241,TRACT # 4887 LOT    8 BLK    B, ,661 S MATHEWS ST  LOS ANGELES CA  90023,20150908,0,0,0,2013,362000,2013,187241,0,0,0,0,549241,549241,2016,20165185027021,LOS ANGELES CA,S, ,661,MATHEWS ST, ,90023-1333,90023,4597,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1930,119.4781379160322
11,5185019015,5185-019-015,4,4,34.03475000,-118.20548457,11404,1930,Y,"{'type': 'Point', 'coordinates': [-118.20548457, 34.03475]}",CALLE PEDRO INFANTE,268804,TRACT # 2271 LOT   11, ,2917 CALLE PEDRO INFANTE  LOS ANGELES CA  90063,19870316,0,0,0,1987,129454,1987,139350,0,0,0,0,268804,268804,2016,20165185019015,LOS ANGELES CA, , ,2917,CALLE PEDRO INFANTE, ,90063-3126,90063,2184,00004,LOS ANGELES,2,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1930,123.07875457875458
11,5183026009,5183-026-009,4,8,34.03590869,-118.21670157,11404,1965,Y,"{'type': 'Point', 'coordinates': [-118.21670157, 34.03590869]}",ROGERS AVE,499000,HOLLENBECK HEIGHTS TRACT VAC ALLEY ADJ ON NE AND LOT    9, ,2237 ROGERS AVE  LOS ANGELES CA  90023,20131210,0,0,0,2005,268700,2005,230300,0,0,0,0,499000,499000,2016,20165183026009,LOS ANGELES CA, , ,2237,ROGERS AVE, ,90023-1292,90023,3049,00004,LOS ANGELES,2,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1923,163.66021646441456
11,5183019031,5183-019-031,4,0,34.03873280,-118.21624696,11404,1915,Y,"{'type': 'Point', 'coordinates': [-118.21624696, 34.0387328]}",CHICAGO ST,122196,WORKMAN PARK TRACT LOT COM AT MOST S COR OF LOT 26 BLK M TH N 27¢11'45'' E 39.2 FT TH NW ON NE LINE OF SD LOT 31.39 FT TH SW TO SW LINE OF SD LOT TH SE THEREOF 31.09 FT TO BEG PART OF LOT   26 BLK    M, ,565 S CHICAGO ST  LOS ANGELES CA  90033,19931005,0,0,7000,1994,86134,1994,43062,0,0,0,7000,129196,129196,2016,20165183019031,LOS ANGELES CA,S, ,565,CHICAGO ST, ,90033-4313,90033,1820,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1905,70.98681318681318
11,5183022006,5183-022-006,4,12,34.03746953,-118.21719188,11404,1907,Y,"{'type': 'Point', 'coordinates': [-118.21719188, 34.03746953]}",CHICAGO ST,441135,HOLLENBECK PARK TRACT LOT   21, ,645 S CHICAGO ST  LOS ANGELES CA  90023,20140408,0,0,0,2014,176040,2014,265095,0,0,0,0,441135,441135,2016,20165183022006,LOS ANGELES CA,S, ,645,CHICAGO ST, ,90023-1251,90023,2732,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1907,161.46961932650072
11,5183024014,5183-024-014,4,6,34.03761185,-118.21571201,11404,1958,Y,"{'type': 'Point', 'coordinates': [-118.21571201, 34.03761185]}",BREED ST,65812,HOLLENBECK PARK HOME TRACT LOT   14, ,619 S BREED ST  LOS ANGELES CA  90023,20150924,0,0,0,1975,46163,1975,19649,0,0,0,0,65812,65812,2016,20165183024014,LOS ANGELES CA,S, ,619,BREED ST, ,90023-1210,90023,3197,00004,LOS ANGELES,2,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1908,20.585548952142634
05,5339016007,5339-016-007,4,4,34.09594390,-118.14698144,05410,1926,Y,"{'type': 'Point', 'coordinates': [-118.14698144, 34.0959439]}",PALM AVE,614652,TRACT # 807 LOT    8, ,313 N PALM AVE  ALHAMBRA CA  91801,20031230,0,0,7000,2004,238524,2004,383128,0,0,0,7000,621652,621652,2016,20165339016007,ALHAMBRA CA,N, ,313,PALM AVE, ,91801-1769,91801,3312,01797,ALHAMBRA   ,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1926,187.69685990338164
11,5185011019,5185-011-019,4,7,34.03735993,-118.20594812,11404,1963,Y,"{'type': 'Point', 'coordinates': [-118.20594812, 34.03735993]}",SAVANNAH ST,379683,JOSEPH HYANS SUB OF LOT 9 WORKMAN AND HELLMAN SUB LOT   27, ,419 S SAVANNAH ST  LOS ANGELES CA  90033,20130129,0,0,0,2013,202844,2013,176839,0,0,0,0,379683,379683,2016,20165185011019,LOS ANGELES CA,S, ,419,SAVANNAH ST, ,90033-4416,90033,2998,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,0,126.6454302868579
11,5183024026,5183-024-026,4,6,34.03696283,-118.21504950,11404,1935,Y,"{'type': 'Point', 'coordinates': [-118.2150495, 34.03696283]}",INEZ ST,58599,HOLLENBECK PARK HOME TRACT SE 70 FT OF LOTS 25 AND LOT   26, ,2255 INEZ ST  LOS ANGELES CA  90023,20020827,0,0,7000,1975,47609,1975,17990,0,0,0,7000,65599,65599,2016,20165183024026,LOS ANGELES CA, , ,2255,INEZ ST, ,90023-1220,90023,3390,00004,LOS ANGELES,3,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1929,19.350737463126844
11,5185017026,5185-017-026,4,5,34.03580431,-118.20921124,11404,1935,Y,"{'type': 'Point', 'coordinates': [-118.20921124, 34.03580431]}",6TH ST,259917,TRACT # 2116 LOT    6, ,2719 E 6TH ST  LOS ANGELES CA  90023,20150601,0,0,0,2014,103553,2014,156364,0,0,0,0,259917,259917,2016,20165185017026,LOS ANGELES CA,E, ,2719,6TH ST, ,90023-1458,90023,2180,00004,LOS ANGELES,3,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1922,119.22798165137614
11,5183022005,5183-022-005,4,4,34.03740603,-118.21748195,11404,1910,Y,"{'type': 'Point', 'coordinates': [-118.21748195, 34.03740603]}",INEZ ST,394537,HOLLENBECK PARK TRACT LOT   20, ,2120 INEZ ST  LOS ANGELES CA  90023,20140408,0,0,0,2014,157400,2014,237137,0,0,0,0,394537,394537,2016,20165183022005,LOS ANGELES CA, , ,2120,INEZ ST, ,90023-1219,90023,2560,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1910,154.116015625
11,5185018024,5185-018-024,4,4,34.03491144,-118.20711479,11404,1952,Y,"{'type': 'Point', 'coordinates': [-118.20711479, 34.03491144]}",6TH ST,302393,S A WIDNEY TRACT LOT 12 AND NW 5 FT OF SE 10 FT OF NE 78.71 FT AND SE 5 FT OF LOT   14, ,2827 E 6TH ST  LOS ANGELES CA  90023,20110701,0,0,0,2012,127323,2012,175070,0,0,0,0,302393,302393,2016,20165185018024,LOS ANGELES CA,E, ,2827,6TH ST, ,90023-1508,90023,2407,00004,LOS ANGELES,2,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1918,125.63066057332779
11,5185002006,5185-002-006,4,6,34.03811153,-118.21293480,11404,1961,Y,"{'type': 'Point', 'coordinates': [-118.2129348, 34.03811153]}",SOTO ST,206130,HANCOCK SURVEY LOT ON SE LINE OF SOTO ST COM NE 40 FT FROM NE LINE OF LOT 9 W B THOMPSONS TR TH NE ON SD SE LINE 40 FT TH SE PARALLEL WITH SD NE LINE 132.52 FT TH S 28¢16' W 40 FT TH NW 132.19 FT TO BEG VAC ST ADJ ON NW AND PART OF LOT    4 BLK   72, ,532 S SOTO ST  LOS ANGELES CA  90033,20140411,0,0,0,1987,118735,1987,87395,0,0,0,0,206130,206130,2016,20165185002006,LOS ANGELES CA,S, ,532,SOTO ST, ,90033-4318,90033,2740,00004,LOS ANGELES,2,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1906,75.22992700729927
11,5183021019,5183-021-019,4,4,34.03705190,-118.21931667,11404,1920,Y,"{'type': 'Point', 'coordinates': [-118.21931667, 34.0370519]}",BOYLE AVE,445000,TRACT NO 4673 THAT PART EX OF ST NW OF SE 2 FT MEASURED ON NE AND SW LINES OF LOT 6 AND EX OF ST LOT    7, ,731 S BOYLE AVE  LOS ANGELES CA  90023,20151103,0,0,0,2016,160000,2016,285000,0,0,0,0,445000,445000,2016,20165183021019,LOS ANGELES CA,S, ,731,BOYLE AVE, ,90023-1206,90023,3200,12703,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1916,139.0625
11,5183019005,5183-019-005,4,5,34.03990738,-118.21645465,11404,1942,Y,"{'type': 'Point', 'coordinates': [-118.21645465, 34.03990738]}",ST LOUIS ST,402841,WORKMAN PARK TRACT LOT    5 BLK    M, ,522 S ST LOUIS ST  LOS ANGELES CA  90033,20121113,0,0,0,1991,189536,1991,213305,0,0,0,0,402841,402841,2016,20165183019005,LOS ANGELES CA,S, ,522,ST LOUIS ST, ,90033-4320,90033,2676,00004,LOS ANGELES,2,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1900,150.53849028400597
11,5185012010,5185-012-010,4,4,34.03688934,-118.20682935,11404,1951,Y,"{'type': 'Point', 'coordinates': [-118.20682935, 34.03688934]}",CAMULOS ST,52966,THOMPSON AND SCHOCK TRACT LOT   10 BLK    C, ,444 CAMULOS ST  LOS ANGELES CA  90033,20150607,0,0,0,1975,35388,1975,17578,0,0,0,0,52966,52966,2016,20165185012010,LOS ANGELES CA, , ,444,CAMULOS ST, ,90033-4408,90033,2028,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1951,26.117357001972387
11,5185021001,5185-021-001,4,6,34.03444542,-118.20834482,11404,1968,Y,"{'type': 'Point', 'coordinates': [-118.20834482, 34.03444542]}",INEZ ST,228848,TRACT # 3935 LOT   17, ,2801 INEZ ST  LOS ANGELES CA  90023,20141229,0,0,0,2013,72814,2013,156034,0,0,0,0,228848,228848,2016,20165185021001,LOS ANGELES CA, , ,2801,INEZ ST, ,90023-1532,90023,2488,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1968,91.9807073954984
11,5185016015,5185-016-015,4,6,34.03572427,-118.20507923,11404,1930,Y,"{'type': 'Point', 'coordinates': [-118.20507923, 34.03572427]}",EVERGREEN AVE,304845,THOMPSON AND SCHOCK TRACT LOT   13 BLK    A, ,456 S EVERGREEN AVE  LOS ANGELES CA  90033,20000818,0,0,7000,2001,220205,2001,91640,0,0,0,7000,311845,311845,2016,20165185016015,LOS ANGELES CA,S, ,456,EVERGREEN AVE, ,90033-4411,90033,2203,00004,LOS ANGELES,3,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1905,141.5546981389015
11,5185021014,5185-021-014,4,4,34.03462696,-118.20789370,11404,1927,Y,"{'type': 'Point', 'coordinates': [-118.2078937, 34.03462696]}",6TH ST,479000,TRACT # 3935 LOT   30, ,2810 E 6TH ST  LOS ANGELES CA  90023,20060919,0,0,0,2005,212900,2005,266100,0,0,0,0,479000,479000,2016,20165185021014,LOS ANGELES CA,E, ,2810,6TH ST, ,90023-1509,90023,2964,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1922,161.6059379217274
11,5185015017,5185-015-017,4,4,34.03609304,-118.20473387,11404,1922,Y,"{'type': 'Point', 'coordinates': [-118.20473387, 34.03609304]}",EVERGREEN AVE,0,EUCLID PLACE TRACT SW 50 FT MEASURED ON SE LINE OF LOT   15, ,438 S EVERGREEN AVE  LOS ANGELES CA  90033,20040719,0,0,0,2005,235493,2005,235493,0,0,470986,470986,470986,470986,2016,20165185015017,LOS ANGELES CA,S, ,438,EVERGREEN AVE, ,90033-4411,90033,3248,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1912,145.00800492610838
11,5183018017,5183-018-017,4,6,34.04082923,-118.21590191,11404,1948,Y,"{'type': 'Point', 'coordinates': [-118.21590191, 34.04082923]}",ST LOUIS ST,509440,WORKMAN PARK TRACT LOT   16 BLK    I, ,446 S ST LOUIS ST  LOS ANGELES CA  90033,20130116,0,0,0,2007,225500,2007,283500,0,440,0,0,509440,509000,2016,20165183018017,LOS ANGELES CA,S, ,446,ST LOUIS ST, ,90033-4319,90033,3433,00004,LOS ANGELES,3,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1903,148.39498980483543
11,5185027005,5185-027-005,4,8,34.03573527,-118.21447734,11404,1926,Y,"{'type': 'Point', 'coordinates': [-118.21447734, 34.03573527]}",SOTO ST,305088,TRACT # 4433 EX OF STS LOT    5 BLK    A, ,660 S SOTO ST  LOS ANGELES CA  90023,19890315,0,0,0,1987,140174,1987,164914,0,0,0,0,305088,305088,2016,20165185027005,LOS ANGELES CA,S, ,660,SOTO ST, ,90023-1332,90023,5650,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1926,53.99787610619469
11,5185001006,5185-001-006,0,0,34.03932535,-118.21154342,11404,1928,Y,"{'type': 'Point', 'coordinates': [-118.21154342, 34.03932535]}",MATHEWS ST,352079,HELLARS SUB OF PART OF LOT 4 BLK 72 H S SE 150 FT OF LOT    7, ,431 S MATHEWS ST  LOS ANGELES CA  90033,20150602,0,0,0,2014,186395,2014,165684,0,0,0,0,352079,352079,2016,20165185001006,LOS ANGELES CA,S, ,431,MATHEWS ST, ,90033-4325,90033,1700,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1928,207.10529411764705
11,5183021001,5183-021-001,4,4,34.03763816,-118.21902022,11404,1915,Y,"{'type': 'Point', 'coordinates': [-118.21902022, 34.03763816]}",HOLLENBECK DR,649760,HOLLENBECK PARK TRACT LOT 1 AND W 20 FT MEASURED ON N AND S LINES OF LOT    2, ,2008 HOLLENBECK DR  LOS ANGELES CA  90023,20150608,0,0,0,2015,243660,2015,406100,0,0,0,0,649760,649760,2016,20165183021001,LOS ANGELES CA, , ,2008,HOLLENBECK DR, ,90023-1217,90023,3953,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1915,164.37136352137617
11,5183018033,5183-018-033,4,8,34.04170363,-118.21494516,11404,1925,Y,"{'type': 'Point', 'coordinates': [-118.21494516, 34.04170363]}",4TH ST,595000,WORKMAN PARK TRACT LOT    4 BLK    I, ,2118 E 4TH ST  LOS ANGELES CA  90033,20150929,0,0,0,2016,240000,2016,355000,0,0,0,0,595000,595000,2016,20165183018033,LOS ANGELES CA,E, ,2118,4TH ST, ,90033-4303,90033,3972,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1912,149.7985901309164
11,5185012015,5185-012-015,3,6,34.03639022,-118.20714303,11404,1924,Y,"{'type': 'Point', 'coordinates': [-118.20714303, 34.03639022]}",CAMULOS ST,486700,THOMPSON AND SCHOCK TRACT LOT   15 BLK    C, ,464 CAMULOS ST  LOS ANGELES CA  90033,20140707,0,0,0,2014,248528,2014,238172,0,0,0,0,486700,486700,2016,20165185012015,LOS ANGELES CA, , ,464,CAMULOS ST, ,90033-4408,90033,3136,00004,LOS ANGELES,3,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1902,155.19770408163265
11,5185015002,5185-015-002,4,5,34.03604555,-118.20426824,11404,1918,Y,"{'type': 'Point', 'coordinates': [-118.20426824, 34.03604555]}",EUCLID AVE,377969,EUCLID PLACE TRACT LOT    2, ,435 EUCLID AVE  LOS ANGELES CA  90063,20131204,0,0,0,2014,181218,2014,196751,0,0,0,0,377969,377969,2016,20165185015002,LOS ANGELES CA, , ,435,EUCLID AVE, ,90063-3122,90063,3264,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1910,115.79932598039215
11,5185001005,5185-001-005,7,8,34.03922853,-118.21160592,11404,1966,Y,"{'type': 'Point', 'coordinates': [-118.21160592, 34.03922853]}",MATHEWS ST,348926,HELLARS SUB OF PART OF LOT 4 BLK 72 H S SE 150 FT OF NW 162 3/4 FT OF LOT    6, ,435 S MATHEWS ST  LOS ANGELES CA  90033,20101105,0,0,0,2010,130847,2010,218079,0,0,0,0,348926,348926,2016,20165185001005,LOS ANGELES CA,S, ,435,MATHEWS ST, ,90033-4325,90033,3692,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1965,94.50866738894908
11,5183021002,5183-021-002,4,0,34.03759600,-118.21881433,11404,1920,Y,"{'type': 'Point', 'coordinates': [-118.21881433, 34.037596]}",HOLLENBECK DR,279191,HOLLENBECK PARK TRACT E 20 FT OF LOT 2 MEASURED ON N AND S LINES OF SD LOT AND W 30 FT MEASURED ON N AND S LINES OF LOT    3, ,2030 HOLLENBECK DR  LOS ANGELES CA  90023,19860221,0,0,7000,1986,186716,1986,99235,0,240,0,7000,286191,285951,2016,20165183021002,LOS ANGELES CA, , ,2030,HOLLENBECK DR, ,90023-1217,90023,4003,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1914,71.49412940294779
11,5185012002,5185-012-002,4,4,34.03598659,-118.20681176,11404,1915,Y,"{'type': 'Point', 'coordinates': [-118.20681176, 34.03598659]}",SAVANNAH ST,348476,THOMPSON AND SCHOCK TRACT LOT    2 BLK    C, ,473 S SAVANNAH ST  LOS ANGELES CA  90033,20151207,0,0,0,2013,218448,2013,130028,0,0,0,0,348476,348476,2016,20165185012002,LOS ANGELES CA,S, ,473,SAVANNAH ST, ,90033-4416,90033,2335,00004,LOS ANGELES,3,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1905,149.24025695931476
11,5183024023,5183-024-023,6,11,34.03731087,-118.21504230,11404,1984,Y,"{'type': 'Point', 'coordinates': [-118.2150423, 34.03731087]}",BREED ST,339941,HOLLENBECK PARK HOME TRACT LOT   23, ,620 S BREED ST  LOS ANGELES CA  90023,20000322,0,0,0,1979,308773,1979,31168,0,0,0,0,339941,339941,2016,20165183024023,LOS ANGELES CA,S, ,620,BREED ST, ,90023-1211,90023,4760,00004,LOS ANGELES,2,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1963,71.41617647058824
11,5185027022,5185-027-022,4,4,34.03558402,-118.21313962,11404,1924,Y,"{'type': 'Point', 'coordinates': [-118.21313962, 34.03558402]}",MATHEWS ST,37641,TRACT # 4887 LOT    9 BLK    B, ,657 S MATHEWS ST  LOS ANGELES CA  90023,20050720,0,0,0,1975,20063,1975,17578,0,0,0,0,37641,37641,2016,20165185027022,LOS ANGELES CA,S, ,657,MATHEWS ST, ,90023-1310,90023,1920,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1924,19.6046875
11,5185002002,5185-002-002,4,4,34.03874280,-118.21253310,11404,1922,Y,"{'type': 'Point', 'coordinates': [-118.2125331, 34.0387428]}",SOTO ST,142998,HANCOCK SURVEY LOT COM AT INTERSECTION OF SE LINE OF SOTO ST WITH NE LINE OF LOT 6 W B THOMPSONS TR TH NE ON SD SE LINE 40 FT TH SE ON SW LINE OF LOT 5 SD TR 134.65 FT TH S 28¢16' W 40 FT TH NW 134.32 FT TO BEG VAC ST ADJ ON NW AND PART OF LOT    4 BLK   72, ,506 S SOTO ST  LOS ANGELES CA  90033,20110428,0,0,0,2001,89282,2001,53716,0,0,0,0,142998,142998,2016,20165185002002,LOS ANGELES CA,S, ,506,SOTO ST, ,90033-4318,90033,2774,00004,LOS ANGELES,2,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,0,51.5493871665465
05,5339015011,5339-015-011,4,4,34.09844457,-118.14749572,05410,1925,Y,"{'type': 'Point', 'coordinates': [-118.14749572, 34.09844457]}",LA FRANCE AVE,362225,ADD # 5 TO ONEONTA PARK LOT  191, ,432 LA FRANCE AVE  ALHAMBRA CA  91801,20041201,0,0,0,2000,155795,2000,206430,0,0,0,0,362225,362225,2016,20165339015011,ALHAMBRA CA, , ,432,LA FRANCE AVE, ,91801-1712,91801,4728,01797,ALHAMBRA   ,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1925,76.61273265651438
11,5183026034,5183-026-034,4,6,34.03591885,-118.21582839,11404,1966,Y,"{'type': 'Point', 'coordinates': [-118.21582839, 34.03591885]}",TERRACE HEIGHTS AVE,379693,HOLLENBECK PARK HEIGHTS TRACT LOT   51, ,2252 TERRACE HEIGHTS AVE  LOS ANGELES CA  90023,20080821,0,0,0,2005,164891,2005,214802,0,0,0,0,379693,379693,2016,20165183026034,LOS ANGELES CA, , ,2252,TERRACE HEIGHTS AVE, ,90023-1257,90023,2658,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1966,142.84913468773513
11,5183022032,5183-022-032,4,4,34.03635072,-118.21825659,11404,1927,Y,"{'type': 'Point', 'coordinates': [-118.21825659, 34.03635072]}",CHICAGO ST,59078,HOLLENBECK PARK TRACT LOT   49, ,729 S CHICAGO ST  LOS ANGELES CA  90023,19920514,0,0,0,1977,42382,1977,16696,0,0,0,0,59078,59078,2016,20165183022032,LOS ANGELES CA,S, ,729,CHICAGO ST, ,90023-1215,90023,3444,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1927,17.153890824622533
11,5185036012,5185-036-012,4,4,34.03186291,-118.20695058,11404,1921,Y,"{'type': 'Point', 'coordinates': [-118.20695058, 34.03186291]}",EUCLID AVE,552000,EUCLID CREST LOT   23, ,721 EUCLID AVE  LOS ANGELES CA  90023,20080306,0,0,7000,2008,221000,2008,338000,0,0,0,7000,559000,559000,2016,20165185036012,LOS ANGELES CA, , ,721,EUCLID AVE, ,90023-1562,90023,3740,00004,LOS ANGELES,1,4,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,R-I,1921,149.46524064171123
